method,setting,split,pred_path,judge_path,summary_path,judge_evaluator_version,judge_prompt_version,dimension,value,count,rate
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,medium,21,0.3559322033898305
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,high,0,0.0
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,appropriate,31,0.5254237288135594
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,too_broad,0,0.0
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,too_narrow,0,0.0
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,mixed,28,0.4745762711864407
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,strong,26,0.4406779661016949
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,mixed,33,0.559322033898305
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,weak,0,0.0
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,complete,38,0.6440677966101694
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,partial,21,0.3559322033898305
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,missing,0,0.0
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,accurate,40,0.6779661016949152
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,mixed,19,0.3220338983050847
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,incorrect,0,0.0
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,low,47,0.7966101694915254
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,medium,12,0.2033898305084746
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,high,0,0.0
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,appropriate,39,0.6610169491525424
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,too_broad,1,0.01694915254237288
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,too_narrow,0,0.0
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,mixed,19,0.3220338983050847
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,strong,32,0.5423728813559322
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,mixed,27,0.4576271186440678
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,weak,0,0.0
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,complete,37,0.6271186440677966
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,partial,22,0.3728813559322034
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,missing,0,0.0
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,accurate,39,0.6610169491525424
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,mixed,20,0.3389830508474576
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,incorrect,0,0.0
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,low,48,0.8135593220338984
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,medium,11,0.1864406779661017
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,high,0,0.0
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,appropriate,36,0.6101694915254238
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,too_broad,0,0.0
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,too_narrow,0,0.0
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,mixed,23,0.3898305084745763
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,strong,33,0.559322033898305
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,mixed,26,0.4406779661016949
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,weak,0,0.0
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,complete,38,0.6440677966101694
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,partial,21,0.3559322033898305
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,missing,0,0.0
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,accurate,40,0.6779661016949152
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,mixed,19,0.3220338983050847
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,incorrect,0,0.0
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,low,47,0.7966101694915254
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,medium,12,0.2033898305084746
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,high,0,0.0
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,appropriate,42,0.711864406779661
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,too_broad,0,0.0
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,too_narrow,0,0.0
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,mixed,17,0.288135593220339
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,strong,35,0.5932203389830508
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,mixed,24,0.4067796610169492
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,weak,0,0.0
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,complete,43,0.7288135593220338
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,partial,16,0.2711864406779661
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,missing,0,0.0
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,accurate,49,0.8305084745762712
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,mixed,10,0.1694915254237288
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,incorrect,0,0.0
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,low,56,0.9491525423728814
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,medium,3,0.05084745762711865
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,high,0,0.0
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,appropriate,45,0.7627118644067796
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,too_broad,0,0.0
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,too_narrow,0,0.0
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,mixed,14,0.23728813559322035
