method,setting,split,pred_path,judge_path,summary_path,judge_evaluator_version,judge_prompt_version,label,dimension,value,count,rate
llm,pi_dev20_official_only_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,overall_verdict,strong,18,0.9
llm,pi_dev20_official_only_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,overall_verdict,mixed,2,0.1
llm,pi_dev20_official_only_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,overall_verdict,weak,0,0.0
llm,pi_dev20_official_only_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,completeness,complete,12,0.6
llm,pi_dev20_official_only_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,completeness,partial,7,0.35
llm,pi_dev20_official_only_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,completeness,missing,1,0.05
llm,pi_dev20_official_only_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,accuracy,accurate,14,0.7
llm,pi_dev20_official_only_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,accuracy,mixed,5,0.25
llm,pi_dev20_official_only_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,accuracy,incorrect,1,0.05
llm,pi_dev20_official_only_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,noise,low,17,0.85
llm,pi_dev20_official_only_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,noise,medium,3,0.15
llm,pi_dev20_official_only_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,noise,high,0,0.0
llm,pi_dev20_official_only_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,granularity,appropriate,14,0.7
llm,pi_dev20_official_only_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,granularity,too_broad,2,0.1
llm,pi_dev20_official_only_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,granularity,too_narrow,3,0.15
llm,pi_dev20_official_only_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,granularity,mixed,1,0.05
llm,pi_dev20_official_only_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,overall_verdict,strong,11,0.55
llm,pi_dev20_official_only_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,overall_verdict,mixed,8,0.4
llm,pi_dev20_official_only_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,overall_verdict,weak,1,0.05
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,completeness,complete,18,0.9
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,completeness,partial,2,0.1
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,completeness,missing,0,0.0
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,accuracy,accurate,20,1.0
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,accuracy,mixed,0,0.0
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,accuracy,incorrect,0,0.0
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,noise,low,20,1.0
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,noise,medium,0,0.0
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,noise,high,0,0.0
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,granularity,appropriate,20,1.0
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,granularity,too_broad,0,0.0
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,granularity,too_narrow,0,0.0
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,granularity,mixed,0,0.0
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,overall_verdict,strong,18,0.9
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,overall_verdict,mixed,2,0.1
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,overall_verdict,weak,0,0.0
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,completeness,complete,12,0.6
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,completeness,partial,7,0.35
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,completeness,missing,1,0.05
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,accuracy,accurate,14,0.7
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,accuracy,mixed,4,0.2
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,accuracy,incorrect,2,0.1
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,noise,low,17,0.85
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,noise,medium,3,0.15
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,noise,high,0,0.0
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,granularity,appropriate,13,0.65
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,granularity,too_broad,3,0.15
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,granularity,too_narrow,3,0.15
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,granularity,mixed,1,0.05
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,overall_verdict,strong,11,0.55
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,overall_verdict,mixed,7,0.35
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,overall_verdict,weak,2,0.1
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,completeness,complete,19,0.95
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,completeness,partial,1,0.05
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,completeness,missing,0,0.0
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,accuracy,accurate,20,1.0
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,accuracy,mixed,0,0.0
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,accuracy,incorrect,0,0.0
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,noise,low,20,1.0
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,noise,medium,0,0.0
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,noise,high,0,0.0
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,granularity,appropriate,20,1.0
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,granularity,too_broad,0,0.0
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,granularity,too_narrow,0,0.0
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,granularity,mixed,0,0.0
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,overall_verdict,strong,19,0.95
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,overall_verdict,mixed,1,0.05
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,overall_verdict,weak,0,0.0
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,completeness,complete,12,0.6
