pmid,study_id,extraction_model,judge_model,slot,judgement,judgement_raw,reasoning
26017676,Robertson 2012,gpt-5.4-mini,gpt-5.4-mini,participants,inconsistent,,"The extracted description refers to a much larger sample of vulnerable households and school-aged children from a community-randomized trial, whereas the official participants are 2008 children aged 0–5 in specific poor households with different eligibility criteria and age range."
26017676,Robertson 2012,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official intervention details on the two cash-transfer arms, the payment amounts and schedule, and the CCT conditions relevant to the school-aged children analyzed."
26017676,Robertson 2012,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include child chronic illness and disability and define school attendance differently, while the official outcomes include vaccination status and current school attendance, so the sets do not match."
26180108,Umpierrez 2015,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participants match the official criteria on age, CABG/cardiac surgery type, perioperative hyperglycaemia threshold, exclusions, and consent requirements, with only minor added detail about diabetes and sample breakdown not conflicting with the official text."
26180108,Umpierrez 2015,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted text matches the official intervention and comparator glucose targets in the ICU, and the additional shared subcutaneous protocol after IV insulin is consistent with the stated follow-up and does not contradict the intervention description."
26180108,Umpierrez 2015,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The extracted outcomes match the published primary composite outcome and its listed perioperative complications, with secondary outcomes broadly aligned to comparing intensive versus conservative glucose control."
26180363,Nambi 2014,gpt-5.4-mini,gpt-5.4-mini,participants,inconsistent,,"The extracted study describes 30 Korean adults with chronic low back pain recruited from a hospital and assigned to stabilization exercise vs conservative care, whereas the official study involved 60 Indian participants with chronic non-specific LBP recruited for a yoga intervention at an outpatient physiotherapy department and had different eligibility criteria."
26180363,Nambi 2014,gpt-5.4-mini,gpt-5.4-mini,interventions,inconsistent,,"The extracted interventions describe a lumbar stabilization program versus conservative physical therapy over 6 weeks, which does not match the official yoga and individualized exercise interventions delivered over 4 weeks."
26180363,Nambi 2014,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes (ODI and lumbar lordosis angle at baseline and 6 weeks) do not match the official outcomes, which are pain and distress/limitations measured at 4 weeks and 6–7 months."
26195173,Fraenkel 2015,gpt-5.4-mini,gpt-5.4-mini,participants,inconsistent,,"The extracted participants are far more specific and numerically different from the official description, which only states 62+63 adult RA patients in the USA without those detailed eligibility criteria or exact study counts."
26195173,Fraenkel 2015,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official account of a web-based decision aid used before consultation with probabilities, values clarification, and educational content, despite additional implementation details not mentioned in the official text."
26195173,Fraenkel 2015,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The extracted outcomes match the official outcomes in substance, covering objective knowledge, subjective knowledge/values clarity, COMRADE risk communication/confidence, decision to escalate care, and actual escalation of care, with only added detail about timing and related baseline/feasibility measures."
26251065,Reme 2015,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participant description matches the official eligibility criteria, setting, baseline work-status distribution, gender/age profile, and randomized sample sizes closely enough to be consistent."
26251065,Reme 2015,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted intervention and control descriptions match the official record in substance, including AWaC’s combined CBT and IPS-based job support, delivery by mini-teams, and usual care with unrestricted access to other services."
26251065,Reme 2015,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include several measures not listed officially and differ in timing and scope, while the official outcomes are limited to work participation at 12 or 18 months and depressive symptoms (HADS) at 12 months."
26275650,Tsai 2013,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,The extracted description matches the official participant summary: 55 community volunteers diagnosed with knee OA by a healthcare provider were recruited.
26275650,Tsai 2013,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official interventions in both the Tai Chi dose and format, and the attention-control education program is described as an in-person comparable session-based control."
26275650,Tsai 2013,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include additional pain measures and secondary outcomes across repeated time points, whereas the official outcomes list only WOMAC pain and function at 20 weeks and explicitly states no quality of life or treatment success measures."
26351969,Yonkers 2015,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participants description matches the official criteria and exclusions, including age range, menstrual-cycle and PMDD requirements, recruitment sites, and the listed exclusion conditions."
26351969,Yonkers 2015,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted intervention description matches the official record in drug, oral route, dose range, duration, and luteal-phase symptom-onset timing, with added titration details that do not conflict."
26351969,Yonkers 2015,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The extracted outcomes match the official outcomes, with the same core measures listed and no contradictory outcome added."
26354213,Nair 2015,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted criteria align with the official description: AMI patients with proximal and/or mid LAD involvement, age within the reported range, and no contradictory key eligibility details, though the extracted text adds extra exclusion/inclusion specifics not conflicting with the official record."
26354213,Nair 2015,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official intervention in using intracoronary bone marrow-derived cells versus control, with the main difference being that the official record omits procedural details and gives a slightly broader dose range."
26354213,Nair 2015,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The extracted outcomes match the official description in overall content, timing, and MUGA assessment, with only more granular examples listed for secondary events."
26362661,Somé 2015,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted description matches the official participant information on setting, eligibility, sample size, age, and roughly equal sex distribution, with the only difference being the reported final-analyzable count of 2364 versus the official note that 71 were excluded from the 2435 randomized/enrolled."
26362661,Somé 2015,gpt-5.4-mini,gpt-5.4-mini,interventions,inconsistent,,"The extracted description reports four randomized regimens including 5 mg and 10 mg zinc arms, whereas the official intervention text shown here describes zinc-free SQ-LNS with placebo and a 5 mg zinc tablet arm and lists the 5 mg tablet as 0 mg elemental zinc, so the regimens and dose details do not match."
26362661,Somé 2015,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The extracted outcomes match the official primary morbidity outcomes (diarrhoea, fever, malaria, AURI, and ALRI), with the additional details only expanding definitions and secondary/safety measures rather than contradicting the record."
26362793,Solberg 2016,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted description matches the official study in country, sample size, sex, age range/adult status, and mixed urinary incontinence eligibility, with no conflicting participant information."
26362793,Solberg 2016,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted interventions match the official descriptions in all key details, including acupuncture points and schedule, PFMT duration and weekly sessions, and no-intervention waiting-list control."
26362793,Solberg 2016,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The extracted outcomes match the official record on timing and primary incontinence measure, and the extra expectation/adverse-event details are compatible rather than contradictory."
26395873,Meade 2015,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted description matches the official one on population, diagnosis, rheumatology care, and pregnancy intentions, with only differences in reporting the sample breakdown and added demographic details."
26395873,Meade 2015,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official intervention as a self-administered online/paper decision aid with information, patient stories, values clarification, checklists, and decision-making guidance, with only minor wording differences."
26395873,Meade 2015,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The extracted outcomes match the official primary outcomes of knowledge and decisional conflict, and the secondary outcomes include anxiety, depression, and self-efficacy, with additional outcome details not conflicting with the official summary."
26405233,Choudry 2016,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted description matches the official trial population and key baseline demographics overall, with only minor arm-level differences and no clear contradiction in eligibility or participant characteristics."
26405233,Choudry 2016,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official intervention details: autologous bone marrow mononuclear cells isolated by density gradient centrifugation and delivered intracoronarily, with only extra timing specifics not contradicting the record."
26405233,Choudry 2016,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The extracted outcomes match the official primary and secondary outcomes in substance, with the same LVEF primary endpoint at 12 months and the same major secondary domains, despite additional detail in the extracted text about imaging sub-measures and UK-only assessments."
26453560,Hudson 2021,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participant description matches the official eligibility criteria and baseline characteristics closely, with only minor wording differences and no substantive discrepancies."
26453560,Hudson 2021,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted intervention description matches the official details on nortriptyline dose, oral daily administration, placebo comparator, and the 14-week titration plus maintenance schedule."
26453560,Hudson 2021,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include several measures not reported in the official outcomes (global assessment, SF-36, analgesic use, CTCAE adverse events, and tricyclic side effects), while the official record instead includes serious adverse effects and study withdrawals."
26554277,Ogden 2015,gpt-5.4-mini,gpt-5.4-mini,participants,inconsistent,,"The extracted sample size and demographics do not match the official record, which reports 131 randomized participants aged 28–55 with 49.6% women, whereas the extraction gives 125 smokers plus 32 never smokers and different sex/per-protocol details."
26554277,Ogden 2015,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted intervention description matches the official trial arms: Eclipse heated tobacco product, snus with flavor choices, and ultra-low-yield cigarettes with menthol/non-menthol options."
26554277,Ogden 2015,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes specify many biomarker and mouth-level exposure measures at weeks 0, 12, and 24, but the official outcomes only list safety biomarker/adverse event outcomes with follow-up at 12 and 24 weeks and do not include the baseline week 0 or the detailed exposure measures."
26554661,Snyder 2016,gpt-5.4-mini,gpt-5.4-mini,participants,inconsistent,,"The extracted participants describe the cardiovascular substudy cohort (199 consented, 165 with baseline CT angiography, added renal and imaging-related exclusions), whereas the official criteria and baseline data refer to the main randomized trial population of 790 men with different inclusion/exclusion requirements."
26554661,Snyder 2016,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official intervention details of daily testosterone gel versus matched placebo gel over 12 months, with dose adjustment and blinding not conflicting with the listed groups."
26554661,Snyder 2016,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes describe coronary imaging and metabolic endpoints, whereas the official outcomes focus on sexual activity, desire, and erectile/orgasmic function, so they do not match."
26589957,Agar 2017,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participants align with the official description: residents with advanced dementia in Australian nursing homes plus involved family carers/decision-makers, with no material contradiction in eligibility or setting."
26589957,Agar 2017,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official intervention details on facilitated case conferencing led by a trained nurse coordinator, trigger-based multidisciplinary/family conferences, palliative care training, and usual care without study-provided support."
26589957,Agar 2017,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The official outcomes capture the same core EOLD family-rated and nurse-rated measures, QUALID, qPAD, and EQ-5D-5L described in the extracted outcomes, with only additional implementation details and extra outcomes included officially."
