method,setting,split,raw_path,judge_path,summary_path,judge_evaluator_version,judge_prompt_version,dimension,value,count,rate
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,noise,low,1,1.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,noise,medium,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,noise,high,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,appropriate,1,1.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,too_broad,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,too_narrow,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,mixed,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,overall_verdict,strong,1,1.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,overall_verdict,mixed,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,overall_verdict,weak,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,complete,2,1.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,partial,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,missing,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,accurate,2,1.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,mixed,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,incorrect,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,low,2,1.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,medium,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,high,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,appropriate,2,1.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,too_broad,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,too_narrow,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,mixed,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,strong,2,1.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,mixed,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,weak,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,complete,1,1.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,partial,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,missing,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,accurate,1,1.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,mixed,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,incorrect,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,low,1,1.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,medium,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,high,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,appropriate,1,1.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,too_broad,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,too_narrow,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,mixed,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,strong,1,1.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,mixed,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-120/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,weak,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,complete,2,1.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,partial,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,missing,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,accurate,2,1.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,mixed,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,incorrect,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,low,2,1.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,medium,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,high,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,appropriate,2,1.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,too_broad,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,too_narrow,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,mixed,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,strong,2,1.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,mixed,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,weak,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,complete,1,1.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,partial,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,missing,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,accurate,1,1.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,mixed,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,incorrect,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,low,1,1.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,medium,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,high,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,appropriate,1,1.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,too_broad,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,too_narrow,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,mixed,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,strong,1,1.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,mixed,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-135/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,weak,0,0.0
llm,smoke_i_single_real_2026-05-16_smoke_one,test,results/preds/llm/smoke_i_single_real_2026-05-16/raw.jsonl,results/preds/llm/smoke_i_single_real_2026-05-16/judge.smoke_one.jsonl,results/metrics/smoke_i_single_real_2026-05-16.smoke_one.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,complete,0,0.0
llm,smoke_i_single_real_2026-05-16_smoke_one,test,results/preds/llm/smoke_i_single_real_2026-05-16/raw.jsonl,results/preds/llm/smoke_i_single_real_2026-05-16/judge.smoke_one.jsonl,results/metrics/smoke_i_single_real_2026-05-16.smoke_one.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,partial,1,1.0
llm,smoke_i_single_real_2026-05-16_smoke_one,test,results/preds/llm/smoke_i_single_real_2026-05-16/raw.jsonl,results/preds/llm/smoke_i_single_real_2026-05-16/judge.smoke_one.jsonl,results/metrics/smoke_i_single_real_2026-05-16.smoke_one.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,missing,0,0.0
llm,smoke_i_single_real_2026-05-16_smoke_one,test,results/preds/llm/smoke_i_single_real_2026-05-16/raw.jsonl,results/preds/llm/smoke_i_single_real_2026-05-16/judge.smoke_one.jsonl,results/metrics/smoke_i_single_real_2026-05-16.smoke_one.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,accurate,0,0.0
llm,smoke_i_single_real_2026-05-16_smoke_one,test,results/preds/llm/smoke_i_single_real_2026-05-16/raw.jsonl,results/preds/llm/smoke_i_single_real_2026-05-16/judge.smoke_one.jsonl,results/metrics/smoke_i_single_real_2026-05-16.smoke_one.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,mixed,1,1.0
llm,smoke_i_single_real_2026-05-16_smoke_one,test,results/preds/llm/smoke_i_single_real_2026-05-16/raw.jsonl,results/preds/llm/smoke_i_single_real_2026-05-16/judge.smoke_one.jsonl,results/metrics/smoke_i_single_real_2026-05-16.smoke_one.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,incorrect,0,0.0
llm,smoke_i_single_real_2026-05-16_smoke_one,test,results/preds/llm/smoke_i_single_real_2026-05-16/raw.jsonl,results/preds/llm/smoke_i_single_real_2026-05-16/judge.smoke_one.jsonl,results/metrics/smoke_i_single_real_2026-05-16.smoke_one.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,low,0,0.0
llm,smoke_i_single_real_2026-05-16_smoke_one,test,results/preds/llm/smoke_i_single_real_2026-05-16/raw.jsonl,results/preds/llm/smoke_i_single_real_2026-05-16/judge.smoke_one.jsonl,results/metrics/smoke_i_single_real_2026-05-16.smoke_one.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,medium,1,1.0
llm,smoke_i_single_real_2026-05-16_smoke_one,test,results/preds/llm/smoke_i_single_real_2026-05-16/raw.jsonl,results/preds/llm/smoke_i_single_real_2026-05-16/judge.smoke_one.jsonl,results/metrics/smoke_i_single_real_2026-05-16.smoke_one.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,high,0,0.0
